sku_name,brand,category,merchant,price_usd,discount,sold,gmv_usd,rating,reviews,month,country,marketplace,sku_name_clean,brand_clean,competitor_p25,competitor_median,competitor_p75,competitor_count
Philips Air Fryer Mini,Philips,Home & Living,philips-seller-030,51.73,1.98,112,5793.37,5.0,5,2026-05-01,Malaysia,Shopee,philips air fryer mini,philips,48.035,82.215,128.3375,12
LocknLock Lunch Box,LocknLock,Home & Living,locknlock-seller-037,104.64,14.51,69,7220.24,4.57,6,2026-05-01,Philippines,Shopee,locknlock lunch box,locknlock,71.9875,83.66,103.23,14
Oishi Snack Mix 2026,Oishi,Groceries,oishi-seller-007,26.19,9.02,260,6809.26,4.82,26,2026-05-01,Thailand,Shopee,oishi snack mix 2026,oishi,7.825,10.67,17.595,16
Kikkoman Teriyaki Sauce Standard,Kikkoman,Groceries,kikkoman-seller-021,31.5,13.17,211,6645.97,4.73,230,2026-05-01,Vietnam,Shopee,kikkoman teriyaki sauce standard,kikkoman,7.15,19.055,31.1475,14
Oishi Snack Mix 2026,Oishi,Groceries,oishi-seller-028,35.52,11.12,239,8488.9,4.14,32,2026-05-01,Malaysia,Shopee,oishi snack mix 2026,oishi,12.36,16.91,28.24,17
Nestle Coffee 2026,Nestle,Groceries,nestle-seller-057,32.61,15.47,260,8479.7,4.54,51,2026-05-01,Malaysia,Shopee,nestle coffee 2026,nestle,12.36,16.91,28.24,17
Xiaomi Bluetooth Speaker,Xiaomi,Electronics,xiaomi-seller-048,52.95,0.0,56,2965.27,4.74,58,2026-05-01,Singapore,Shopee,xiaomi bluetooth speaker,xiaomi,141.1975,249.04500000000002,445.39,10
Xiaomi Bluetooth Speaker Plus,Xiaomi,Electronics,xiaomi-seller-026,355.47,10.97,23,8175.79,4.21,368,2026-05-01,Philippines,Shopee,xiaomi bluetooth speaker plus,xiaomi,149.2225,197.375,293.7,12
Samsung SSD Standard,Samsung,Electronics,samsung-seller-012,78.63,1.68,46,3616.88,4.64,253,2026-05-01,Thailand,Shopee,samsung ssd standard,samsung,170.1975,358.53,429.9,14
Oishi Green Tea Plus,Oishi,Groceries,oishi-seller-048,13.26,2.43,312,4136.79,3.74,313,2026-05-01,Indonesia,Shopee,oishi green tea plus,oishi,14.587499999999999,20.385,25.2925,16
Innisfree Clay Mask 2026,Innisfree,Beauty,innisfree-seller-006,14.79,9.77,233,3446.61,4.67,74,2026-05-01,Indonesia,Lazada,innisfree clay mask 2026,innisfree,24.55,33.5,37.435,15
JBL Headphones Standard,JBL,Electronics,jbl-seller-030,315.98,15.56,25,7899.59,4.77,59,2026-05-01,Indonesia,Lazada,jbl headphones standard,jbl,174.74,264.04,328.74,11
JBL Earbuds,JBL,Electronics,jbl-seller-007,49.64,18.57,93,4616.08,4.58,27,2026-05-01,Vietnam,Shopee,jbl earbuds,jbl,140.8475,245.615,331.37,16
L'Oreal Hair Serum,L'Oreal,Beauty,l'oreal-seller-042,38.41,25.98,188,7220.87,4.36,91,2026-05-01,Malaysia,Lazada,l oreal hair serum,l oreal,17.73,37.79,48.92,17
Baseus Phone Holder,Baseus,Accessories,baseus-seller-025,44.85,15.74,153,6861.46,3.95,71,2026-05-01,Malaysia,Shopee,baseus phone holder,baseus,36.365,45.53,58.89,15
Maybelline Lip Tint Pro,Maybelline,Beauty,maybelline-seller-003,38.55,9.91,188,7248.07,5.0,102,2026-05-01,Singapore,Shopee,maybelline lip tint pro,maybelline,38.55,43.62,54.08,13
Kikkoman Soy Sauce 2026,Kikkoman,Groceries,kikkoman-seller-034,8.65,8.72,436,3772.54,5.0,60,2026-05-01,Thailand,Shopee,kikkoman soy sauce 2026,kikkoman,7.825,10.67,17.595,16
Xiaomi Smart Band Mini,Xiaomi,Electronics,xiaomi-seller-052,379.45,5.17,25,9486.15,4.32,32045,2026-05-01,Thailand,Shopee,xiaomi smart band mini,xiaomi,170.1975,358.53,429.9,14
Maybelline Foundation,Maybelline,Beauty,maybelline-seller-011,49.23,2.32,121,5957.0,3.93,1174,2026-05-01,Thailand,Lazada,maybelline foundation,maybelline,21.59,27.8,41.525,15
Kikkoman Soy Sauce Max,Kikkoman,Groceries,kikkoman-seller-052,9.42,3.97,428,4029.77,4.22,218,2026-05-01,Singapore,Shopee,kikkoman soy sauce max,kikkoman,9.27,10.24,17.47,11
L'Oreal Shampoo Standard,L'Oreal,Beauty,l'oreal-seller-032,39.93,11.43,182,7267.83,4.55,694,2026-05-01,Philippines,Shopee,l oreal shampoo standard,l oreal,10.32,35.96,39.27,9
Samsung Monitor,Samsung,Electronics,samsung-seller-017,275.75,0.0,22,6066.42,4.47,68,2026-05-01,Thailand,Lazada,samsung monitor,samsung,282.03,313.03999999999996,366.7725,10
Logitech Mechanical Keyboard Standard,Logitech,Accessories,logitech-seller-057,54.37,9.13,98,5328.0,4.12,551,2026-05-01,Indonesia,Lazada,logitech mechanical keyboard standard,logitech,27.134999999999998,47.39,63.665000000000006,15
Nestle Coffee Mini,Nestle,Groceries,nestle-seller-025,5.19,7.56,566,2936.34,4.3,550,2026-05-01,Singapore,Shopee,nestle coffee mini,nestle,9.27,10.24,17.47,11
Oishi Green Tea Pro,Oishi,Groceries,oishi-seller-058,19.1,22.61,317,6055.97,4.8,182,2026-05-01,Indonesia,Shopee,oishi green tea pro,oishi,14.587499999999999,20.385,25.2925,16
Xiaomi Smart Band Plus,Xiaomi,Electronics,xiaomi-seller-030,438.69,1.7,19,8335.12,4.28,71,2026-05-01,Thailand,Shopee,xiaomi smart band plus,xiaomi,170.1975,358.53,429.9,14
Kikkoman Soy Sauce Pro,Kikkoman,Groceries,kikkoman-seller-031,13.46,0.0,282,3795.09,4.6,236,2026-05-01,Singapore,Lazada,kikkoman soy sauce pro,kikkoman,13.46,17.32,26.8,17
Nestle Chocolate Drink Mini,Nestle,Groceries,nestle-seller-024,15.07,10.37,239,3601.77,4.97,124,2026-05-01,Singapore,Lazada,nestle chocolate drink mini,nestle,13.46,17.32,26.8,17
JBL Headphones,JBL,Electronics,jbl-seller-055,190.14,14.07,31,5894.42,4.55,263,2026-05-01,Indonesia,Shopee,jbl headphones,jbl,144.42000000000002,251.925,324.045,10
Oishi Crackers 2026,Oishi,Groceries,oishi-seller-052,9.08,7.6,414,3758.26,5.0,617,2026-05-01,Indonesia,Shopee,oishi crackers 2026,oishi,14.587499999999999,20.385,25.2925,16
Baseus USB-C Cable Max,Baseus,Accessories,baseus-seller-026,47.82,10.58,122,5833.48,4.45,7,2026-05-01,Thailand,Shopee,baseus usb c cable max,baseus,46.2225,52.769999999999996,54.332499999999996,10
Oishi Snack Mix 2026,Oishi,Groceries,oishi-seller-047,12.36,20.81,390,4819.87,4.11,240,2026-05-01,Malaysia,Shopee,oishi snack mix 2026,oishi,12.36,16.91,28.24,17
Maybelline Foundation Max,Maybelline,Beauty,maybelline-seller-038,17.82,8.26,211,3759.89,5.0,64,2026-05-01,Philippines,Lazada,maybelline foundation max,maybelline,15.665,18.585,40.62,16
Nestle Cereal Pro,Nestle,Groceries,nestle-seller-043,34.32,8.85,185,6349.72,4.96,253,2026-05-01,Indonesia,Lazada,nestle cereal pro,nestle,10.84,21.16,32.38,15
Samsung SSD,Samsung,Electronics,samsung-seller-013,127.45,5.88,47,5990.26,4.89,80,2026-06-01,Thailand,Shopee,samsung ssd,samsung,130.51,335.13,400.98,21
Kikkoman Soy Sauce,Kikkoman,Groceries,kikkoman-seller-051,2.47,18.67,869,2145.33,4.87,66,2026-06-01,Thailand,Shopee,kikkoman soy sauce,kikkoman,19.3525,26.14,31.0125,18
JBL Bluetooth Speaker Mini,JBL,Electronics,jbl-seller-031,297.49,0.0,22,6544.75,4.79,72,2026-06-01,Thailand,Shopee,jbl bluetooth speaker mini,jbl,130.51,335.13,400.98,21
Kikkoman Teriyaki Sauce Plus,Kikkoman,Groceries,kikkoman-seller-014,17.23,20.0,287,4943.89,5.0,41,2026-06-01,Singapore,Lazada,kikkoman teriyaki sauce plus,kikkoman,9.92,17.23,26.82,11
LocknLock Water Bottle Max,LocknLock,Home & Living,locknlock-seller-018,167.68,20.9,43,7210.21,4.63,49,2026-06-01,Singapore,Lazada,locknlock water bottle max,locknlock,44.129999999999995,77.22,134.60999999999999,11
L'Oreal Hair Serum Pro,L'Oreal,Beauty,l'oreal-seller-052,23.06,9.15,179,4128.26,4.31,426,2026-06-01,Philippines,Lazada,l oreal hair serum pro,l oreal,23.6,35.21,46.78,13
Baseus Laptop Stand,Baseus,Accessories,baseus-seller-034,85.88,17.95,80,6870.35,4.3,64,2026-06-01,Singapore,Lazada,baseus laptop stand,baseus,31.630000000000003,74.88499999999999,94.3075,12
Innisfree Cleanser Standard,Innisfree,Beauty,innisfree-seller-035,50.54,16.52,154,7783.2,4.86,155,2026-06-01,Malaysia,Shopee,innisfree cleanser standard,innisfree,26.44,36.06,47.22,17
Nestle Coffee Standard,Nestle,Groceries,nestle-seller-036,28.96,13.03,257,7442.55,4.89,31,2026-06-01,Thailand,Shopee,nestle coffee standard,nestle,19.3525,26.14,31.0125,18
Nestle Cereal Plus,Nestle,Groceries,nestle-seller-028,10.17,13.14,339,3448.39,4.15,55,2026-06-01,Philippines,Lazada,nestle cereal plus,nestle,9.469999999999999,18.91,27.225,15
IKEA Storage Box,IKEA,Home & Living,ikea-seller-057,114.85,15.13,65,7465.42,4.56,179,2026-06-01,Indonesia,Shopee,ikea storage box,ikea,59.1825,86.66,100.125,10
Kikkoman Soy Sauce,Kikkoman,Groceries,kikkoman-seller-002,28.47,4.2,234,6662.01,4.67,82,2026-06-01,Indonesia,Shopee,kikkoman soy sauce,kikkoman,12.39,17.055,23.5925,12
Philips LED Bulb Mini,Philips,Home & Living,philips-seller-056,47.25,17.56,86,4063.43,4.95,77,2026-06-01,Thailand,Lazada,philips led bulb mini,philips,36.3525,48.61,55.9375,18
LocknLock Lunch Box 2026,LocknLock,Home & Living,locknlock-seller-045,13.09,12.41,224,2932.06,4.3,132,2026-06-01,Indonesia,Shopee,locknlock lunch box 2026,locknlock,59.1825,86.66,100.125,10
L'Oreal Shampoo Max,L'Oreal,Beauty,l'oreal-seller-011,19.65,14.0,264,5188.26,4.1,53,2026-06-01,Indonesia,Shopee,l oreal shampoo max,l oreal,21.189999999999998,31.74,37.8225,18
Kikkoman Teriyaki Sauce,Kikkoman,Groceries,kikkoman-seller-013,33.88,10.75,203,6878.4,4.01,83,2026-06-01,Philippines,Shopee,kikkoman teriyaki sauce,kikkoman,11.52,17.95,33.2325,10
JBL Earbuds Mini,JBL,Electronics,jbl-seller-027,430.62,12.03,21,9042.93,4.25,106,2026-06-01,Malaysia,Shopee,jbl earbuds mini,jbl,170.58499999999998,301.84,418.6,15
L'Oreal Face Wash Pro,L'Oreal,Beauty,l'oreal-seller-001,37.12,0.0,128,4751.61,4.93,200,2026-06-01,Singapore,Lazada,l oreal face wash pro,l oreal,25.4825,34.504999999999995,44.245000000000005,12
Philips Air Fryer 2026,Philips,Home & Living,philips-seller-060,86.3,3.66,51,4401.3,5.0,24,2026-06-01,Vietnam,Lazada,philips air fryer 2026,philips,71.56,86.3,120.19,19
Anker USB-C Hub 2026,Anker,Accessories,anker-seller-031,51.72,8.63,113,5844.9,4.53,80,2026-06-01,Philippines,Shopee,anker usb c hub 2026,anker,27.4,44.769999999999996,57.135,18
Xiaomi Router Plus,Xiaomi,Electronics,xiaomi-seller-026,444.02,17.85,26,11544.45,4.72,122,2026-06-01,Thailand,Shopee,xiaomi router plus,xiaomi,130.51,335.13,400.98,21
Nestle Coffee 2026,Nestle,Groceries,nestle-seller-018,15.61,18.32,339,5291.56,4.32,1101,2026-06-01,Indonesia,Shopee,nestle coffee 2026,nestle,12.39,17.055,23.5925,12
Baseus Phone Holder Mini,Baseus,Accessories,baseus-seller-044,64.04,12.2,92,5891.86,4.77,71,2026-06-01,Thailand,Lazada,baseus phone holder mini,baseus,32.91,48.63,64.04,13
Xiaomi Router Pro,Xiaomi,Electronics,xiaomi-seller-049,419.21,29.77,26,10899.41,4.57,380,2026-06-01,Thailand,Shopee,xiaomi router pro,xiaomi,130.51,335.13,400.98,21
Baseus Laptop Stand Mini,Baseus,Accessories,baseus-seller-007,10.73,0.0,273,2929.99,4.67,544,2026-06-01,Malaysia,Shopee,baseus laptop stand mini,baseus,31.5875,54.175,61.865,12
Kikkoman Teriyaki Sauce Pro,Kikkoman,Groceries,kikkoman-seller-053,28.39,5.5,180,5110.2,4.88,34,2026-06-01,Philippines,Lazada,kikkoman teriyaki sauce pro,kikkoman,9.469999999999999,18.91,27.225,15
Oishi Crackers Pro,Oishi,Groceries,oishi-seller-057,5.02,2.56,445,2233.54,4.58,197,2026-06-01,Vietnam,Lazada,oishi crackers pro,oishi,8.3,13.47,23.04,19
JBL Bluetooth Speaker Max,JBL,Electronics,jbl-seller-030,301.84,2.73,25,7545.93,4.18,12,2026-06-01,Malaysia,Shopee,jbl bluetooth speaker max,jbl,170.58499999999998,301.84,418.6,15
JBL Bluetooth Speaker Mini,JBL,Electronics,jbl-seller-007,212.77,7.68,24,5106.58,4.53,485,2026-06-01,Singapore,Shopee,jbl bluetooth speaker mini,jbl,169.8025,198.085,425.855,8
Kikkoman Teriyaki Sauce,Kikkoman,Groceries,kikkoman-seller-045,6.48,9.84,396,2567.69,5.0,827,2026-06-01,Vietnam,Lazada,kikkoman teriyaki sauce,kikkoman,8.3,13.47,23.04,19
Baseus USB-C Cable,Baseus,Accessories,baseus-seller-050,93.2,11.52,85,7921.81,4.16,32,2026-06-01,Singapore,Lazada,baseus usb c cable,baseus,31.630000000000003,74.88499999999999,94.3075,12
Maybelline Lip Tint Pro,Maybelline,Beauty,maybelline-seller-027,16.38,6.51,224,3669.35,4.43,136,2026-06-01,Malaysia,Lazada,maybelline lip tint pro,maybelline,23.314999999999998,37.66,43.7,7
L'Oreal Shampoo Standard,L'Oreal,Beauty,l'oreal-seller-046,24.82,11.84,195,4840.43,3.6,80,2026-06-01,Philippines,Lazada,l oreal shampoo standard,l oreal,23.6,35.21,46.78,13
LocknLock Water Bottle Mini,LocknLock,Home & Living,locknlock-seller-028,42.18,5.76,108,4555.38,4.73,42,2026-06-01,Singapore,Shopee,locknlock water bottle mini,locknlock,44.0475,62.41,106.82,16
Baseus Laptop Stand Mini,Baseus,Accessories,baseus-seller-039,25.35,11.77,171,4334.39,4.38,228,2026-06-01,Philippines,Lazada,baseus laptop stand mini,baseus,24.622500000000002,33.35,53.59,16
Philips Desk Fan Plus,Philips,Home & Living,philips-seller-003,25.89,17.88,123,3184.73,4.72,24,2026-06-01,Indonesia,Lazada,philips desk fan plus,philips,44.355000000000004,66.42,95.805,19
Philips LED Bulb Mini,Philips,Home & Living,philips-seller-007,66.54,13.66,96,6387.99,4.81,706,2026-06-01,Indonesia,Shopee,philips led bulb mini,philips,59.1825,86.66,100.125,10
Maybelline Lip Tint Max,Maybelline,Beauty,maybelline-seller-058,5.39,34.03,561,3024.15,4.58,74,2026-06-01,Vietnam,Shopee,maybelline lip tint max,maybelline,23.4,29.675,42.49,6
Samsung Tablet Standard,Samsung,Electronics,samsung-seller-023,179.13,14.42,36,6448.67,4.57,72,2026-06-01,Indonesia,Lazada,samsung tablet standard,samsung,261.12,318.16,394.03,13
Samsung Tablet Standard,Samsung,Electronics,samsung-seller-026,248.48,22.21,30,7454.49,4.06,42,2026-06-01,Philippines,Lazada,samsung tablet standard,samsung,112.31,203.53,247.99,18
Logitech Webcam 2026,Logitech,Accessories,logitech-seller-002,7.39,13.07,307,2268.35,5.0,273,2026-06-01,Philippines,Lazada,logitech webcam 2026,logitech,24.622500000000002,33.35,53.59,16
Anker Charging Cable,Anker,Accessories,anker-seller-002,57.31,16.91,106,6075.17,4.15,65,2026-06-01,Philippines,Lazada,anker charging cable,anker,24.622500000000002,33.35,53.59,16
Innisfree Cleanser Pro,Innisfree,Beauty,innisfree-seller-023,23.6,9.26,204,4815.35,5.0,684,2026-06-01,Philippines,Lazada,innisfree cleanser pro,innisfree,23.6,35.21,46.78,13
Xiaomi Bluetooth Speaker Plus,Xiaomi,Electronics,xiaomi-seller-045,323.64,0.0,17,5501.89,4.39,412,2026-06-01,Thailand,Lazada,xiaomi bluetooth speaker plus,xiaomi,325.015,419.08,439.26,11
Oishi Crackers,Oishi,Groceries,oishi-seller-056,2.62,9.86,607,1591.78,4.09,799,2026-06-01,Philippines,Lazada,oishi crackers,oishi,9.469999999999999,18.91,27.225,15
JBL Bluetooth Speaker,JBL,Electronics,jbl-seller-032,261.12,9.97,24,6266.95,4.15,6,2026-06-01,Indonesia,Lazada,jbl bluetooth speaker,jbl,261.12,318.16,394.03,13
Maybelline Lip Tint Max,Maybelline,Beauty,maybelline-seller-052,32.41,24.48,184,5962.7,4.86,260,2026-06-01,Vietnam,Lazada,maybelline lip tint max,maybelline,20.79,32.31,42.192499999999995,14
L'Oreal Face Wash Standard,L'Oreal,Beauty,l'oreal-seller-041,24.78,13.64,159,3940.24,4.13,29,2026-06-01,Thailand,Lazada,l oreal face wash standard,l oreal,25.16,32.515,41.565000000000005,18
LocknLock Lunch Box 2026,LocknLock,Home & Living,locknlock-seller-049,49.48,24.02,84,4156.34,4.1,875,2026-06-01,Singapore,Lazada,locknlock lunch box 2026,locknlock,44.129999999999995,77.22,134.60999999999999,11
Maybelline Foundation Pro,Maybelline,Beauty,maybelline-seller-022,55.62,2.9,143,7953.18,4.31,79,2026-06-01,Singapore,Shopee,maybelline foundation pro,maybelline,16.1,41.34,55.62,13
Oishi Snack Mix Standard,Oishi,Groceries,oishi-seller-008,13.41,6.29,280,3753.64,4.31,116,2026-06-01,Singapore,Lazada,oishi snack mix standard,oishi,9.92,17.23,26.82,11
Philips Desk Fan Mini,Philips,Home & Living,philips-seller-019,52.98,13.37,79,4185.52,4.23,101,2026-06-01,Thailand,Lazada,philips desk fan mini,philips,36.3525,48.61,55.9375,18
Samsung Tablet Standard,Samsung,Electronics,samsung-seller-013,129.46,0.0,39,5048.93,3.94,222,2026-06-01,Indonesia,Shopee,samsung tablet standard,samsung,129.46,237.33,276.88,9
Philips Air Fryer,Philips,Home & Living,philips-seller-017,56.85,22.09,109,6196.27,4.69,123,2026-06-01,Vietnam,Shopee,philips air fryer,philips,40.9225,58.269999999999996,92.35,14
LocknLock Food Container 2026,LocknLock,Home & Living,locknlock-seller-059,56.59,14.35,94,5319.54,4.22,19,2026-06-01,Thailand,Lazada,locknlock food container 2026,locknlock,36.3525,48.61,55.9375,18
Maybelline Lip Tint Standard,Maybelline,Beauty,maybelline-seller-021,65.01,23.99,150,9751.0,4.88,161,2026-06-01,Singapore,Shopee,maybelline lip tint standard,maybelline,16.1,41.34,55.62,13
Logitech Webcam 2026,Logitech,Accessories,logitech-seller-043,36.93,12.3,128,4726.98,4.38,213,2026-06-01,Thailand,Lazada,logitech webcam 2026,logitech,32.91,48.63,64.04,13
Xiaomi Router 2026,Xiaomi,Electronics,xiaomi-seller-016,222.35,19.72,47,10450.22,4.27,368,2026-06-01,Malaysia,Shopee,xiaomi router 2026,xiaomi,170.58499999999998,301.84,418.6,15
Oishi Green Tea Pro,Oishi,Groceries,oishi-seller-016,15.61,7.14,221,3449.76,3.71,1139,2026-06-01,Thailand,Lazada,oishi green tea pro,oishi,13.52,24.71,29.355,11
JBL Headphones Mini,JBL,Electronics,jbl-seller-037,118.12,20.07,39,4606.51,4.21,74,2026-06-01,Vietnam,Lazada,jbl headphones mini,jbl,159.38,220.85,322.325,19
Kikkoman Teriyaki Sauce Max,Kikkoman,Groceries,kikkoman-seller-037,28.5,16.06,195,5557.85,4.56,1141,2026-06-01,Thailand,Lazada,kikkoman teriyaki sauce max,kikkoman,13.52,24.71,29.355,11
Innisfree Moisturizer Pro,Innisfree,Beauty,innisfree-seller-024,63.55,21.13,120,7625.47,4.29,113,2026-06-01,Singapore,Lazada,innisfree moisturizer pro,innisfree,25.4825,34.504999999999995,44.245000000000005,12
LocknLock Water Bottle Max,LocknLock,Home & Living,locknlock-seller-009,67.78,20.78,64,4338.1,4.64,54,2026-06-01,Thailand,Lazada,locknlock water bottle max,locknlock,36.3525,48.61,55.9375,18
Philips LED Bulb Standard,Philips,Home & Living,philips-seller-059,154.34,0.0,58,8951.57,4.66,177,2026-06-01,Malaysia,Shopee,philips led bulb standard,philips,64.2325,103.155,148.29500000000002,14
LocknLock Water Bottle,LocknLock,Home & Living,locknlock-seller-053,34.5,20.67,119,4105.65,4.55,39,2026-06-01,Indonesia,Lazada,locknlock water bottle,locknlock,44.355000000000004,66.42,95.805,19
Maybelline Lip Tint Max,Maybelline,Beauty,maybelline-seller-036,41.1,19.74,211,8671.37,4.87,348,2026-06-01,Indonesia,Shopee,maybelline lip tint max,maybelline,21.189999999999998,31.74,37.8225,18
Maybelline Mascara Plus,Maybelline,Beauty,maybelline-seller-040,42.52,31.37,151,6420.87,4.66,17,2026-06-01,Thailand,Lazada,maybelline mascara plus,maybelline,25.16,32.515,41.565000000000005,18
LocknLock Water Bottle 2026,LocknLock,Home & Living,locknlock-seller-002,145.89,11.24,37,5397.94,5.0,17,2026-06-01,Singapore,Lazada,locknlock water bottle 2026,locknlock,44.129999999999995,77.22,134.60999999999999,11
Philips LED Bulb Pro,Philips,Home & Living,philips-seller-031,75.7,0.0,55,4163.71,5.0,194,2026-06-01,Indonesia,Lazada,philips led bulb pro,philips,44.355000000000004,66.42,95.805,19
Baseus Laptop Stand Standard,Baseus,Accessories,baseus-seller-047,27.34,20.23,193,5276.47,4.4,30,2026-06-01,Philippines,Shopee,baseus laptop stand standard,baseus,27.4,44.769999999999996,57.135,18
Baseus Phone Holder Plus,Baseus,Accessories,baseus-seller-028,61.66,12.72,120,7399.16,4.42,340,2026-06-01,Malaysia,Lazada,baseus phone holder plus,baseus,35.487500000000004,48.595,59.79,14
Xiaomi Router Plus,Xiaomi,Electronics,xiaomi-seller-020,106.19,13.44,61,6477.3,4.78,26,2026-06-01,Philippines,Shopee,xiaomi router plus,xiaomi,159.5475,230.03,387.995,12
Kikkoman Teriyaki Sauce,Kikkoman,Groceries,kikkoman-seller-001,32.39,20.7,178,5766.29,4.82,1488,2026-06-01,Indonesia,Lazada,kikkoman teriyaki sauce,kikkoman,11.45,22.83,25.98,11
Maybelline Mascara,Maybelline,Beauty,maybelline-seller-005,4.69,10.42,480,2249.47,4.67,122,2026-06-01,Indonesia,Shopee,maybelline mascara,maybelline,21.189999999999998,31.74,37.8225,18
LocknLock Lunch Box 2026,LocknLock,Home & Living,locknlock-seller-047,99.45,24.88,87,8651.73,4.47,453,2026-06-01,Indonesia,Shopee,locknlock lunch box 2026,locknlock,59.1825,86.66,100.125,10
IKEA Desk Lamp Standard,IKEA,Home & Living,ikea-seller-042,35.7,14.0,107,3819.45,4.8,74,2026-06-01,Thailand,Shopee,ikea desk lamp standard,ikea,22.4125,58.07,98.2,12
L'Oreal Shampoo Plus,L'Oreal,Beauty,l'oreal-seller-037,35.74,14.02,202,7218.7,5.0,240,2026-06-01,Singapore,Shopee,l oreal shampoo plus,l oreal,16.1,41.34,55.62,13
JBL Headphones Plus,JBL,Electronics,jbl-seller-009,217.16,7.01,27,5863.35,4.55,95,2026-06-01,Philippines,Lazada,jbl headphones plus,jbl,112.31,203.53,247.99,18
Anker Charging Cable 2026,Anker,Accessories,anker-seller-046,54.23,14.48,122,6616.09,4.6,220,2026-06-01,Malaysia,Shopee,anker charging cable 2026,anker,31.5875,54.175,61.865,12
Xiaomi Smart Band Pro,Xiaomi,Electronics,xiaomi-seller-026,503.5,19.39,18,9063.04,4.85,26,2026-06-01,Singapore,Lazada,xiaomi smart band pro,xiaomi,221.5825,330.62,426.51,12
Maybelline Lip Tint Standard,Maybelline,Beauty,maybelline-seller-022,38.95,8.73,186,7244.01,4.62,69,2026-06-01,Thailand,Shopee,maybelline lip tint standard,maybelline,21.075,38.95,45.89,11
LocknLock Water Bottle Mini,LocknLock,Home & Living,locknlock-seller-004,179.18,18.85,55,9855.17,4.36,72,2026-06-01,Singapore,Shopee,locknlock water bottle mini,locknlock,44.0475,62.41,106.82,16
L'Oreal Shampoo Standard,L'Oreal,Beauty,l'oreal-seller-034,52.65,13.09,167,8792.87,4.16,33,2026-06-01,Indonesia,Shopee,l oreal shampoo standard,l oreal,21.189999999999998,31.74,37.8225,18
Innisfree Moisturizer Standard,Innisfree,Beauty,innisfree-seller-052,55.68,12.11,146,8129.85,4.99,47,2026-06-01,Vietnam,Shopee,innisfree moisturizer standard,innisfree,23.4,29.675,42.49,6
Logitech Wireless Mouse Max,Logitech,Accessories,logitech-seller-040,42.78,10.29,103,4406.19,4.24,26,2026-06-01,Indonesia,Lazada,logitech wireless mouse max,logitech,27.8625,33.620000000000005,48.815,16
IKEA Storage Box Standard,IKEA,Home & Living,ikea-seller-056,64.91,10.59,70,4543.74,4.42,216,2026-06-01,Singapore,Shopee,ikea storage box standard,ikea,44.0475,62.41,106.82,16
LocknLock Lunch Box 2026,LocknLock,Home & Living,locknlock-seller-058,91.48,28.63,93,8507.18,4.14,123,2026-06-01,Philippines,Shopee,locknlock lunch box 2026,locknlock,66.11500000000001,95.83,134.365,15
IKEA Storage Box Standard,IKEA,Home & Living,ikea-seller-040,106.52,8.93,50,5326.23,5.0,132,2026-06-01,Singapore,Shopee,ikea storage box standard,ikea,44.0475,62.41,106.82,16
Innisfree Clay Mask Pro,Innisfree,Beauty,innisfree-seller-044,29.19,25.38,238,6948.17,4.33,47,2026-06-01,Vietnam,Shopee,innisfree clay mask pro,innisfree,23.4,29.675,42.49,6
Anker USB-C Hub Mini,Anker,Accessories,anker-seller-010,15.59,15.65,244,3804.75,4.62,1330,2026-06-01,Thailand,Shopee,anker usb c hub mini,anker,15.7225,38.33,65.97250000000001,14
Samsung Tablet,Samsung,Electronics,samsung-seller-025,402.76,0.0,14,5638.66,4.85,39,2026-06-01,Indonesia,Lazada,samsung tablet,samsung,261.12,318.16,394.03,13
IKEA Storage Box 2026,IKEA,Home & Living,ikea-seller-024,50.63,0.91,83,4202.52,4.77,62,2026-06-01,Singapore,Shopee,ikea storage box 2026,ikea,44.0475,62.41,106.82,16
Xiaomi Bluetooth Speaker Standard,Xiaomi,Electronics,xiaomi-seller-023,290.06,16.17,41,11892.52,5.0,69,2026-06-01,Thailand,Shopee,xiaomi bluetooth speaker standard,xiaomi,130.51,335.13,400.98,21
IKEA Kitchen Organizer Standard,IKEA,Home & Living,ikea-seller-043,91.93,0.35,54,4964.45,5.0,40,2026-06-01,Vietnam,Lazada,ikea kitchen organizer standard,ikea,71.56,86.3,120.19,19
Philips Desk Fan Max,Philips,Home & Living,philips-seller-035,89.5,19.06,59,5280.53,4.12,7,2026-06-01,Philippines,Lazada,philips desk fan max,philips,37.525000000000006,55.78,86.005,19
Philips LED Bulb Pro,Philips,Home & Living,philips-seller-021,110.17,20.7,60,6609.94,4.08,40,2026-06-01,Indonesia,Lazada,philips led bulb pro,philips,44.355000000000004,66.42,95.805,19
Nestle Chocolate Drink Plus,Nestle,Groceries,nestle-seller-026,11.43,2.17,324,3702.61,4.52,65,2026-06-01,Thailand,Lazada,nestle chocolate drink plus,nestle,13.52,24.71,29.355,11
Anker USB-C Hub Plus,Anker,Accessories,anker-seller-007,34.56,16.42,147,5080.82,4.52,545,2026-06-01,Singapore,Lazada,anker usb c hub plus,anker,31.630000000000003,74.88499999999999,94.3075,12
LocknLock Food Container Plus,LocknLock,Home & Living,locknlock-seller-051,38.25,0.68,92,3518.67,5.0,97,2026-06-01,Malaysia,Lazada,locknlock food container plus,locknlock,80.775,96.74,115.86,11
IKEA Desk Lamp Standard,IKEA,Home & Living,ikea-seller-020,69.82,13.07,85,5934.39,4.69,52,2026-06-01,Malaysia,Shopee,ikea desk lamp standard,ikea,64.2325,103.155,148.29500000000002,14
